idade,genero,escolaridade,renda_anual,experiencia_profissional_anos,tipo_moradia,valor_emprestimo,finalidade_emprestimo,taxa_juros_emprestimo,percentual_renda_comprometida,historico_credito_anos,score_credito,inadimplencia_anterior,status_emprestimo
31,feminino,mestrado,77821.0,7,financiada,6474.0,saude,7.55,0.08,7,598,sim,negado
28,feminino,graduacao,94763.0,5,financiada,6183.0,empreendimento,7.51,0.07,7,599,sim,negado
37,masculino,doutorado,70660.0,18,aluguel,7500.0,consolidacao_dividas,12.73,0.11,15,691,sim,negado
28,feminino,tecnologo,275769.0,4,financiada,35000.0,reforma_residencial,14.28,0.13,6,530,sim,negado
29,masculino,ensino_medio,109131.0,5,aluguel,7144.0,pessoal,6.5,0.07,6,641,sim,negado
35,masculino,tecnologo,198375.0,10,financiada,7729.0,consolidacao_dividas,10.8,0.04,12,712,nao,negado
38,masculino,tecnologo,104949.0,13,aluguel,17791.0,saude,7.47,0.17,10,641,nao,negado
25,feminino,graduacao,61232.0,0,financiada,8000.0,consolidacao_dividas,7.49,0.13,4,608,sim,negado
30,masculino,ensino_medio,109071.0,5,financiada,18000.0,pessoal,10.74,0.17,7,663,nao,negado
32,masculino,tecnologo,58658.0,10,propria,12082.0,saude,8.49,0.21,11,609,sim,negado
27,feminino,graduacao,26875.0,0,aluguel,6000.0,empreendimento,6.53,0.22,6,627,nao,negado
24,feminino,ensino_medio,105683.0,2,financiada,10000.0,educacao,7.19,0.09,4,636,nao,negado
43,feminino,ensino_medio,57102.0,19,financiada,7500.0,educacao,6.94,0.13,12,656,nao,negado
29,masculino,tecnologo,101457.0,10,financiada,10966.0,educacao,9.98,0.11,9,636,nao,negado
29,feminino,graduacao,168751.0,9,financiada,25000.0,reforma_residencial,10.33,0.15,6,612,sim,negado
23,masculino,graduacao,120907.0,0,financiada,10000.0,educacao,12.83,0.08,4,666,sim,negado
34,feminino,mestrado,82492.0,11,financiada,2500.0,educacao,9.92,0.03,10,642,sim,negado
25,masculino,graduacao,70092.0,1,financiada,4000.0,educacao,9.05,0.06,5,689,sim,negado
25,masculino,graduacao,54269.0,5,financiada,19343.0,empreendimento,9.86,0.36,5,609,sim,negado
28,masculino,mestrado,55154.0,5,aluguel,10458.0,empreendimento,15.4,0.19,9,653,sim,negado
31,masculino,graduacao,29492.0,7,aluguel,2500.0,saude,9.59,0.08,7,551,sim,negado
27,masculino,tecnologo,70647.0,1,aluguel,1472.0,consolidacao_dividas,12.21,0.02,9,636,sim,negado
25,masculino,graduacao,47051.0,5,aluguel,2110.0,empreendimento,10.41,0.04,3,663,nao,negado
26,masculino,ensino_medio,92236.0,0,financiada,10000.0,consolidacao_dividas,10.78,0.11,3,598,sim,negado
37,masculino,graduacao,61016.0,12,aluguel,10000.0,consolidacao_dividas,7.28,0.16,14,651,sim,negado
44,masculino,tecnologo,52639.0,21,aluguel,7821.0,saude,11.06,0.15,13,613,nao,negado
26,feminino,tecnologo,72758.0,3,financiada,7000.0,empreendimento,10.46,0.1,3,631,sim,negado
24,feminino,tecnologo,130357.0,3,financiada,8000.0,consolidacao_dividas,11.95,0.06,4,603,sim,negado
30,masculino,graduacao,210862.0,8,aluguel,17861.0,educacao,6.36,0.08,9,601,nao,negado
30,feminino,mestrado,57492.0,6,financiada,5448.0,saude,9.92,0.09,5,733,sim,negado
37,masculino,ensino_medio,52483.0,12,aluguel,3500.0,empreendimento,10.41,0.07,11,644,sim,negado
30,masculino,graduacao,85018.0,7,aluguel,12000.0,saude,7.96,0.14,7,661,nao,negado
35,feminino,graduacao,60401.0,11,financiada,4000.0,educacao,11.16,0.07,9,639,sim,negado
25,masculino,mestrado,58660.0,3,aluguel,8000.0,empreendimento,13.04,0.14,4,695,nao,negado
24,feminino,mestrado,90943.0,0,financiada,12000.0,reforma_residencial,13.67,0.13,4,698,sim,negado
33,masculino,mestrado,90568.0,14,aluguel,3600.0,educacao,15.27,0.04,9,603,sim,negado
25,feminino,tecnologo,42804.0,4,aluguel,6401.0,saude,11.03,0.15,3,638,sim,negado
28,feminino,graduacao,64595.0,5,aluguel,10000.0,saude,11.55,0.15,6,660,nao,negado
24,feminino,ensino_medio,102901.0,3,financiada,12000.0,saude,7.67,0.12,4,673,nao,negado
28,masculino,mestrado,38193.0,5,aluguel,4000.0,saude,10.69,0.1,8,659,nao,negado
25,masculino,mestrado,72992.0,0,financiada,17000.0,pessoal,7.63,0.23,3,647,sim,negado
27,feminino,tecnologo,90201.0,5,aluguel,15000.0,empreendimento,11.57,0.17,5,531,sim,negado
32,masculino,ensino_medio,90928.0,11,financiada,6000.0,saude,7.71,0.07,10,572,sim,negado
28,feminino,tecnologo,63394.0,6,financiada,13600.0,educacao,7.88,0.21,7,533,sim,negado
31,feminino,mestrado,313322.0,11,financiada,27130.0,saude,7.52,0.09,7,674,sim,negado
26,feminino,tecnologo,75172.0,4,aluguel,7000.0,educacao,10.2,0.09,4,659,sim,negado
24,masculino,graduacao,103026.0,1,financiada,24000.0,saude,10.81,0.23,3,594,sim,negado
25,feminino,mestrado,89422.0,1,financiada,24170.0,empreendimento,11.38,0.27,3,721,sim,negado
23,masculino,tecnologo,36953.0,1,aluguel,5910.0,saude,7.84,0.16,3,661,nao,negado
26,feminino,ensino_medio,54073.0,7,aluguel,5000.0,educacao,10.13,0.09,3,632,sim,negado
23,masculino,graduacao,63602.0,1,financiada,5000.0,pessoal,6.98,0.08,3,617,sim,negado
28,feminino,ensino_medio,44234.0,3,financiada,6000.0,reforma_residencial,14.36,0.14,8,615,sim,negado
26,masculino,graduacao,133051.0,3,financiada,10000.0,reforma_residencial,10.8,0.08,4,562,sim,negado
23,feminino,graduacao,28210.0,1,aluguel,6000.0,educacao,13.97,0.21,4,637,sim,negado
25,masculino,graduacao,87725.0,2,aluguel,10000.0,saude,12.99,0.11,4,654,nao,negado
38,masculino,mestrado,91140.0,19,aluguel,10000.0,empreendimento,9.62,0.11,17,656,sim,negado
27,feminino,graduacao,58777.0,3,financiada,6000.0,pessoal,9.0,0.1,5,651,nao,negado
25,feminino,mestrado,72960.0,0,aluguel,7200.0,educacao,9.77,0.1,2,494,sim,negado
26,masculino,tecnologo,58725.0,6,aluguel,2000.0,educacao,11.17,0.03,4,631,nao,negado
22,feminino,graduacao,232344.0,0,financiada,20000.0,saude,7.31,0.09,4,646,sim,negado
23,masculino,mestrado,27439.0,0,aluguel,2500.0,saude,11.69,0.09,2,560,sim,negado
28,feminino,mestrado,42888.0,7,aluguel,10000.0,saude,16.65,0.23,8,638,sim,negado
27,masculino,mestrado,123390.0,8,financiada,15000.0,reforma_residencial,12.25,0.12,5,677,nao,negado
30,feminino,tecnologo,38217.0,4,aluguel,3114.0,empreendimento,13.37,0.08,10,535,sim,negado
28,masculino,tecnologo,29822.0,5,aluguel,3000.0,empreendimento,8.58,0.1,6,602,sim,negado
25,feminino,graduacao,144867.0,3,financiada,20990.0,reforma_residencial,14.26,0.14,3,653,nao,negado
27,feminino,mestrado,58547.0,2,financiada,9600.0,educacao,13.61,0.16,4,678,nao,negado
23,masculino,tecnologo,75467.0,0,financiada,2000.0,educacao,15.0,0.03,3,667,nao,negado
31,feminino,tecnologo,88600.0,6,financiada,6870.0,empreendimento,7.8,0.08,8,617,sim,negado
36,masculino,graduacao,68539.0,12,financiada,20000.0,educacao,13.57,0.29,12,526,nao,negado
25,masculino,graduacao,38397.0,0,aluguel,1424.0,educacao,10.55,0.04,2,669,sim,negado
28,feminino,ensino_medio,48620.0,5,aluguel,12000.0,saude,10.96,0.25,6,583,nao,negado
29,masculino,graduacao,100795.0,10,financiada,7500.0,saude,10.67,0.07,10,582,nao,negado
23,feminino,ensino_medio,49287.0,0,aluguel,6000.0,saude,11.1,0.12,4,663,sim,negado
26,feminino,graduacao,108785.0,1,financiada,10000.0,pessoal,6.1,0.09,5,529,sim,negado
27,masculino,ensino_medio,32216.0,5,financiada,5000.0,saude,11.79,0.16,6,628,sim,negado
32,masculino,tecnologo,44250.0,11,aluguel,2500.0,educacao,10.27,0.06,7,644,sim,negado
30,feminino,graduacao,85333.0,10,financiada,10000.0,saude,9.56,0.12,8,644,sim,negado
24,feminino,tecnologo,96570.0,5,aluguel,16000.0,reforma_residencial,14.25,0.17,4,522,sim,negado
30,masculino,mestrado,89526.0,8,financiada,10000.0,reforma_residencial,8.92,0.11,6,727,nao,negado
29,feminino,tecnologo,52751.0,8,aluguel,4000.0,educacao,11.74,0.08,8,698,nao,negado
23,feminino,graduacao,91105.0,2,aluguel,5000.0,empreendimento,11.01,0.05,4,557,sim,negado
36,feminino,ensino_medio,63430.0,16,aluguel,8000.0,empreendimento,13.99,0.13,12,648,nao,negado
26,feminino,graduacao,120825.0,4,financiada,14000.0,empreendimento,10.67,0.12,7,634,nao,negado
23,feminino,tecnologo,109063.0,1,financiada,8000.0,educacao,10.36,0.07,3,674,nao,negado
25,feminino,graduacao,97175.0,2,financiada,12000.0,empreendimento,9.21,0.12,4,653,sim,negado
23,feminino,mestrado,82436.0,0,aluguel,13105.0,empreendimento,8.79,0.16,2,574,sim,negado
25,feminino,graduacao,75735.0,2,financiada,4000.0,pessoal,9.35,0.05,4,570,sim,negado
32,masculino,graduacao,61194.0,8,aluguel,12000.0,consolidacao_dividas,6.06,0.2,6,665,sim,negado
25,feminino,graduacao,104514.0,0,financiada,12204.0,saude,7.29,0.12,2,571,sim,negado
23,masculino,tecnologo,110550.0,0,financiada,12000.0,pessoal,8.94,0.11,3,668,nao,negado
31,masculino,graduacao,79400.0,8,financiada,7000.0,reforma_residencial,8.76,0.09,7,687,sim,negado
35,masculino,ensino_medio,72859.0,15,financiada,6000.0,saude,8.11,0.08,13,661,sim,negado
24,masculino,graduacao,57589.0,0,financiada,6000.0,empreendimento,8.37,0.1,3,592,sim,negado
25,feminino,ensino_medio,58821.0,2,aluguel,5500.0,saude,10.56,0.09,4,614,sim,negado
28,feminino,tecnologo,41741.0,7,aluguel,6020.0,consolidacao_dividas,6.94,0.14,7,712,nao,negado
38,feminino,ensino_medio,78199.0,16,aluguel,3069.0,educacao,6.95,0.04,14,632,sim,negado
25,feminino,ensino_medio,84990.0,4,financiada,3000.0,pessoal,6.41,0.04,4,689,sim,negado
30,masculino,ensino_medio,63099.0,7,financiada,12000.0,empreendimento,7.88,0.19,10,643,nao,negado
25,feminino,graduacao,34352.0,0,aluguel,6420.0,empreendimento,13.36,0.19,4,688,nao,negado
30,feminino,tecnologo,58571.0,9,aluguel,10000.0,educacao,12.65,0.17,9,671,nao,negado
28,feminino,doutorado,125536.0,6,financiada,10000.0,pessoal,14.24,0.08,9,683,sim,negado
28,feminino,ensino_medio,102635.0,2,aluguel,9000.0,empreendimento,10.76,0.09,7,584,sim,negado
32,masculino,graduacao,480914.0,7,financiada,18019.0,educacao,7.57,0.04,7,676,nao,negado
26,feminino,ensino_medio,194059.0,4,financiada,29814.0,pessoal,8.02,0.15,4,492,sim,negado
37,feminino,doutorado,74986.0,16,aluguel,3753.0,empreendimento,11.4,0.05,11,636,sim,negado
23,masculino,mestrado,80130.0,4,financiada,10000.0,pessoal,10.62,0.12,4,675,nao,negado
32,masculino,tecnologo,23690.0,8,propria,2647.0,empreendimento,10.45,0.11,11,551,sim,negado
25,masculino,ensino_medio,128279.0,3,financiada,10000.0,educacao,10.24,0.08,3,665,sim,negado
56,masculino,ensino_medio,210853.0,29,financiada,12000.0,pessoal,10.82,0.06,25,635,sim,negado
27,feminino,graduacao,48851.0,3,propria,6400.0,educacao,9.3,0.13,6,683,nao,negado
41,masculino,tecnologo,75554.0,16,financiada,5000.0,reforma_residencial,8.47,0.07,13,718,sim,negado
28,masculino,ensino_medio,35807.0,5,aluguel,7125.0,saude,6.25,0.2,6,658,sim,negado
29,feminino,graduacao,108998.0,9,financiada,13444.0,educacao,9.08,0.12,5,559,sim,negado
28,masculino,ensino_medio,36661.0,4,aluguel,8875.0,educacao,7.12,0.24,7,635,sim,negado
27,feminino,doutorado,132761.0,2,financiada,25000.0,pessoal,12.56,0.19,6,633,sim,negado
28,feminino,mestrado,100757.0,6,financiada,7215.0,empreendimento,12.43,0.07,7,652,sim,negado
29,masculino,ensino_medio,54971.0,6,financiada,7500.0,saude,9.32,0.14,7,626,sim,negado
23,masculino,graduacao,70383.0,3,aluguel,12844.0,consolidacao_dividas,12.12,0.18,4,628,sim,negado
26,masculino,ensino_medio,27165.0,3,financiada,8000.0,pessoal,7.68,0.29,5,524,sim,negado
25,feminino,ensino_medio,115157.0,1,financiada,4000.0,educacao,7.91,0.03,4,697,nao,negado
30,masculino,graduacao,46363.0,6,aluguel,6000.0,consolidacao_dividas,11.01,0.13,10,547,sim,negado
30,masculino,graduacao,151197.0,8,aluguel,5759.0,pessoal,7.43,0.04,10,687,sim,negado
40,feminino,tecnologo,61114.0,17,aluguel,7000.0,consolidacao_dividas,12.54,0.11,12,696,nao,negado
23,feminino,graduacao,42553.0,0,aluguel,4000.0,consolidacao_dividas,11.26,0.09,4,591,sim,negado
24,masculino,graduacao,121065.0,2,financiada,6000.0,pessoal,13.55,0.05,3,517,sim,negado
23,feminino,ensino_medio,78609.0,0,financiada,7444.0,pessoal,7.01,0.09,4,574,sim,negado
22,feminino,tecnologo,44953.0,0,financiada,9961.0,consolidacao_dividas,6.91,0.22,3,649,nao,negado
24,masculino,graduacao,157027.0,2,financiada,20046.0,empreendimento,10.62,0.13,5,688,sim,negado
25,masculino,ensino_medio,113522.0,6,aluguel,20000.0,reforma_residencial,10.98,0.18,4,670,sim,negado
28,masculino,graduacao,155014.0,6,financiada,3954.0,educacao,13.41,0.03,8,543,nao,negado
25,feminino,tecnologo,67298.0,5,financiada,8000.0,educacao,9.24,0.12,5,624,sim,negado
30,feminino,graduacao,58837.0,3,aluguel,8000.0,pessoal,13.34,0.14,7,700,sim,negado
24,feminino,tecnologo,31181.0,4,aluguel,5000.0,educacao,10.66,0.16,5,618,sim,negado
26,feminino,graduacao,103063.0,0,financiada,4438.0,pessoal,7.44,0.04,5,657,sim,negado
30,masculino,mestrado,55071.0,2,financiada,15000.0,pessoal,11.02,0.27,6,657,nao,negado
27,feminino,ensino_medio,41648.0,2,aluguel,6000.0,pessoal,9.47,0.14,9,597,sim,negado
23,masculino,ensino_medio,104134.0,0,aluguel,6000.0,educacao,10.0,0.06,4,588,nao,negado
28,masculino,mestrado,84809.0,5,financiada,8000.0,reforma_residencial,12.88,0.09,8,664,sim,negado
24,feminino,graduacao,60951.0,1,aluguel,10000.0,consolidacao_dividas,12.15,0.16,3,692,sim,negado
30,feminino,ensino_medio,49137.0,4,aluguel,7000.0,saude,12.8,0.14,5,535,sim,negado
31,masculino,mestrado,58666.0,8,aluguel,2000.0,reforma_residencial,13.74,0.03,8,706,sim,negado
27,masculino,ensino_medio,111409.0,1,aluguel,25000.0,educacao,18.66,0.22,5,514,sim,negado
24,masculino,ensino_medio,132918.0,2,financiada,10000.0,reforma_residencial,8.61,0.08,2,594,sim,negado
29,feminino,tecnologo,79186.0,5,financiada,2500.0,empreendimento,12.35,0.03,7,623,sim,negado
23,feminino,graduacao,105243.0,0,financiada,1853.0,educacao,8.52,0.02,4,616,sim,negado
22,feminino,graduacao,79953.0,0,financiada,16800.0,pessoal,13.89,0.21,3,463,sim,negado
23,feminino,mestrado,133035.0,0,financiada,2847.0,empreendimento,8.35,0.02,4,660,nao,negado
30,feminino,tecnologo,116592.0,4,financiada,9716.0,reforma_residencial,5.83,0.08,5,584,nao,negado
33,masculino,graduacao,66782.0,8,financiada,1500.0,educacao,10.56,0.02,11,622,sim,negado
29,masculino,graduacao,168839.0,7,financiada,10000.0,reforma_residencial,12.13,0.06,7,615,sim,negado
26,masculino,ensino_medio,73664.0,3,aluguel,2560.0,saude,6.94,0.03,4,601,sim,negado
36,feminino,mestrado,91041.0,12,aluguel,10000.0,reforma_residencial,7.03,0.11,13,681,nao,negado
27,masculino,mestrado,162963.0,3,financiada,10000.0,empreendimento,15.29,0.06,4,614,sim,negado
25,masculino,tecnologo,43322.0,1,aluguel,10443.0,saude,9.44,0.24,3,660,nao,negado
24,feminino,mestrado,30827.0,1,aluguel,4767.0,pessoal,13.23,0.15,3,622,nao,negado
22,masculino,graduacao,46548.0,4,aluguel,10000.0,pessoal,13.49,0.21,2,548,sim,negado
32,masculino,graduacao,60897.0,10,financiada,16000.0,empreendimento,11.43,0.26,7,717,sim,negado
26,masculino,graduacao,63335.0,6,financiada,3000.0,saude,10.01,0.05,4,631,sim,negado
27,masculino,mestrado,63336.0,4,aluguel,8000.0,consolidacao_dividas,7.03,0.13,8,619,sim,negado
33,feminino,ensino_medio,61022.0,13,financiada,16000.0,empreendimento,13.75,0.26,9,667,nao,negado
26,masculino,graduacao,96952.0,0,financiada,17000.0,empreendimento,12.89,0.18,5,629,sim,negado
29,feminino,tecnologo,43953.0,7,aluguel,8000.0,pessoal,11.76,0.18,8,642,sim,negado
26,masculino,ensino_medio,111724.0,4,aluguel,13000.0,consolidacao_dividas,10.99,0.12,3,588,nao,negado
23,masculino,tecnologo,86601.0,0,aluguel,11027.0,consolidacao_dividas,12.28,0.13,3,505,sim,negado
23,feminino,mestrado,78923.0,2,financiada,8000.0,educacao,6.79,0.1,3,578,sim,negado
22,feminino,graduacao,27567.0,1,propria,8500.0,pessoal,10.73,0.31,4,642,sim,negado
26,masculino,ensino_medio,41908.0,3,propria,10657.0,empreendimento,12.07,0.25,9,606,sim,negado
31,feminino,graduacao,39217.0,11,aluguel,6000.0,saude,11.6,0.15,9,658,nao,negado
26,feminino,ensino_medio,82971.0,0,financiada,24636.0,empreendimento,9.51,0.3,4,647,sim,negado
27,masculino,mestrado,88556.0,5,financiada,20097.0,reforma_residencial,12.9,0.23,4,638,sim,negado
23,masculino,mestrado,47695.0,3,financiada,1234.0,saude,13.16,0.03,3,666,sim,negado
27,feminino,graduacao,58607.0,4,aluguel,3000.0,educacao,5.79,0.05,6,606,sim,negado
30,masculino,mestrado,33949.0,6,aluguel,7000.0,saude,8.59,0.21,8,631,nao,negado
30,feminino,tecnologo,181301.0,7,aluguel,3979.0,empreendimento,9.02,0.02,5,694,sim,negado
25,masculino,ensino_medio,179943.0,1,propria,7112.0,empreendimento,10.09,0.04,3,632,nao,negado
23,feminino,tecnologo,51384.0,2,financiada,5388.0,educacao,11.69,0.1,4,669,sim,negado
25,masculino,tecnologo,97040.0,2,financiada,6000.0,saude,8.34,0.06,4,551,sim,negado
39,masculino,tecnologo,87427.0,19,financiada,15000.0,saude,12.64,0.17,16,684,sim,negado
24,masculino,ensino_medio,94429.0,0,aluguel,12000.0,pessoal,6.36,0.13,4,544,nao,negado
25,masculino,tecnologo,76259.0,3,financiada,7332.0,educacao,8.58,0.1,5,658,sim,negado
32,masculino,tecnologo,181303.0,6,aluguel,8000.0,educacao,11.85,0.04,6,613,sim,negado
24,masculino,tecnologo,37579.0,3,aluguel,5000.0,educacao,7.75,0.13,2,651,nao,negado
28,feminino,graduacao,48954.0,5,financiada,3200.0,empreendimento,10.25,0.07,5,632,sim,negado
28,masculino,graduacao,97211.0,4,financiada,7412.0,educacao,12.63,0.08,10,705,sim,negado
26,masculino,graduacao,15015.0,7,aluguel,1000.0,consolidacao_dividas,10.6,0.07,3,659,nao,negado
24,masculino,graduacao,81630.0,4,aluguel,7528.0,saude,14.57,0.09,4,684,sim,negado
34,feminino,graduacao,132495.0,5,financiada,6000.0,educacao,9.02,0.05,6,581,sim,negado
32,feminino,mestrado,121168.0,9,financiada,7000.0,reforma_residencial,7.53,0.06,10,610,sim,negado
53,masculino,ensino_medio,55455.0,29,financiada,5961.0,empreendimento,12.35,0.11,22,597,sim,negado
22,feminino,graduacao,57475.0,0,aluguel,7000.0,empreendimento,7.16,0.12,4,650,sim,negado
32,masculino,tecnologo,59800.0,8,financiada,5000.0,saude,13.82,0.08,7,561,sim,negado
26,masculino,graduacao,48985.0,1,aluguel,7200.0,educacao,10.92,0.15,5,622,sim,negado
25,feminino,graduacao,240767.0,6,financiada,2815.0,pessoal,9.16,0.01,3,554,sim,negado
29,masculino,graduacao,63127.0,10,financiada,1900.0,empreendimento,11.49,0.03,7,649,sim,negado
31,masculino,ensino_medio,89807.0,11,aluguel,15000.0,pessoal,11.25,0.17,7,521,sim,negado
24,feminino,ensino_medio,60864.0,2,aluguel,2966.0,consolidacao_dividas,7.29,0.05,3,596,sim,negado
37,masculino,tecnologo,46811.0,13,aluguel,6000.0,pessoal,14.28,0.13,17,627,sim,negado
24,masculino,tecnologo,66918.0,0,financiada,10000.0,pessoal,7.76,0.15,4,545,sim,negado
33,masculino,ensino_medio,50149.0,10,aluguel,10400.0,pessoal,8.72,0.21,9,572,sim,negado
28,masculino,graduacao,109823.0,3,financiada,16573.0,educacao,10.12,0.15,5,626,nao,negado
23,feminino,mestrado,121319.0,5,aluguel,12000.0,educacao,13.57,0.1,3,696,sim,negado
26,feminino,tecnologo,26606.0,1,financiada,1580.0,saude,11.03,0.06,7,419,sim,negado
24,masculino,graduacao,37425.0,0,aluguel,1000.0,educacao,8.0,0.03,2,644,nao,negado
41,masculino,doutorado,86429.0,21,aluguel,12000.0,pessoal,10.85,0.14,15,674,sim,negado
37,feminino,tecnologo,79070.0,17,aluguel,12000.0,pessoal,14.92,0.15,14,614,nao,negado
27,masculino,ensino_medio,156854.0,3,financiada,3083.0,pessoal,11.11,0.02,8,665,sim,negado
26,masculino,graduacao,46747.0,4,financiada,3901.0,reforma_residencial,7.92,0.08,3,596,sim,negado
23,masculino,tecnologo,57441.0,4,aluguel,7000.0,saude,11.11,0.12,4,680,nao,negado
27,feminino,tecnologo,47379.0,5,aluguel,5918.0,educacao,9.21,0.12,4,614,sim,negado
37,masculino,graduacao,48949.0,15,aluguel,5000.0,pessoal,11.1,0.1,13,635,sim,negado
23,feminino,mestrado,72831.0,0,aluguel,15000.0,pessoal,15.91,0.21,3,582,sim,negado
23,masculino,graduacao,75780.0,0,financiada,2026.0,educacao,14.4,0.03,2,673,nao,negado
33,feminino,tecnologo,192927.0,12,aluguel,7500.0,educacao,11.11,0.04,9,703,sim,negado
26,masculino,graduacao,117061.0,2,aluguel,6942.0,consolidacao_dividas,9.59,0.06,4,544,sim,negado
34,feminino,mestrado,216986.0,13,financiada,14192.0,saude,8.39,0.07,7,649,sim,negado
36,feminino,tecnologo,38342.0,13,aluguel,6576.0,educacao,5.68,0.17,11,655,nao,negado
27,masculino,graduacao,101874.0,3,financiada,7212.0,empreendimento,10.92,0.07,10,644,sim,negado
36,masculino,graduacao,45229.0,14,aluguel,6000.0,saude,11.32,0.13,8,709,sim,negado
24,feminino,ensino_medio,87293.0,0,aluguel,17907.0,empreendimento,8.61,0.21,3,630,sim,negado
22,masculino,tecnologo,79498.0,0,financiada,4000.0,pessoal,7.44,0.05,4,609,sim,negado
30,feminino,graduacao,58120.0,11,financiada,23786.0,educacao,12.32,0.41,9,671,nao,negado
24,masculino,tecnologo,29672.0,1,propria,8000.0,pessoal,5.99,0.27,4,664,sim,negado
28,feminino,graduacao,59524.0,6,financiada,8500.0,pessoal,10.89,0.14,10,582,sim,negado
24,feminino,graduacao,79037.0,3,financiada,9600.0,pessoal,11.98,0.12,3,689,sim,negado
23,masculino,mestrado,97421.0,1,aluguel,3600.0,consolidacao_dividas,12.36,0.04,4,661,sim,negado
23,masculino,ensino_medio,58551.0,2,aluguel,2400.0,pessoal,10.77,0.04,4,571,nao,negado
35,feminino,tecnologo,68994.0,14,financiada,12000.0,saude,12.33,0.17,11,675,nao,negado
28,feminino,graduacao,49247.0,6,financiada,19200.0,educacao,9.91,0.39,8,717,nao,negado
25,masculino,tecnologo,30810.0,4,propria,8945.0,educacao,7.02,0.29,4,686,sim,negado
34,masculino,graduacao,104499.0,12,financiada,10000.0,reforma_residencial,10.71,0.1,12,615,sim,negado
26,feminino,graduacao,207497.0,7,aluguel,12000.0,educacao,11.49,0.06,4,659,sim,negado
23,masculino,tecnologo,105490.0,0,aluguel,20000.0,consolidacao_dividas,13.75,0.19,4,546,sim,negado
28,feminino,doutorado,60924.0,4,aluguel,2000.0,empreendimento,11.04,0.03,6,697,sim,negado
35,masculino,ensino_medio,87428.0,10,financiada,12888.0,saude,6.47,0.15,7,664,sim,negado
26,feminino,graduacao,91318.0,6,financiada,8000.0,empreendimento,14.92,0.09,5,590,sim,negado
23,feminino,graduacao,79749.0,0,aluguel,16800.0,pessoal,11.28,0.21,2,632,nao,negado
25,masculino,ensino_medio,51450.0,1,aluguel,6000.0,saude,12.48,0.12,3,661,nao,negado
35,masculino,graduacao,70632.0,12,aluguel,7500.0,consolidacao_dividas,11.61,0.11,14,703,nao,negado
31,masculino,tecnologo,54991.0,7,aluguel,9000.0,consolidacao_dividas,12.94,0.16,6,574,sim,negado
28,feminino,mestrado,66896.0,7,propria,18000.0,pessoal,13.75,0.27,6,658,sim,negado
26,feminino,tecnologo,34023.0,4,aluguel,2221.0,saude,12.47,0.07,4,636,sim,negado
26,feminino,graduacao,152320.0,2,financiada,14970.0,pessoal,8.24,0.1,4,602,sim,negado
24,feminino,tecnologo,37218.0,3,aluguel,6000.0,educacao,11.62,0.16,2,694,nao,negado
32,masculino,graduacao,84893.0,8,financiada,11233.0,consolidacao_dividas,9.26,0.13,6,681,sim,negado
31,feminino,tecnologo,109905.0,10,financiada,12000.0,saude,8.21,0.11,6,570,sim,negado
32,feminino,ensino_medio,55070.0,6,aluguel,7000.0,empreendimento,12.6,0.13,8,630,sim,negado
29,feminino,tecnologo,25018.0,7,propria,5000.0,reforma_residencial,6.7,0.2,7,695,nao,negado
26,masculino,ensino_medio,90871.0,1,aluguel,9600.0,pessoal,9.78,0.11,4,631,sim,negado
40,feminino,tecnologo,115262.0,15,financiada,5000.0,saude,10.65,0.04,16,583,sim,negado
30,feminino,mestrado,22006.0,5,propria,2544.0,educacao,13.66,0.12,8,668,sim,negado
30,masculino,ensino_medio,104837.0,5,aluguel,14898.0,pessoal,8.96,0.14,9,567,nao,negado
25,masculino,ensino_medio,54024.0,3,aluguel,10000.0,pessoal,10.47,0.19,4,482,sim,negado
25,masculino,graduacao,94569.0,0,financiada,8000.0,empreendimento,6.62,0.08,3,702,nao,negado
24,masculino,ensino_medio,94637.0,2,financiada,5000.0,reforma_residencial,12.1,0.05,3,588,sim,negado
23,feminino,tecnologo,54818.0,0,aluguel,5000.0,saude,10.63,0.09,4,603,sim,negado
24,masculino,ensino_medio,35994.0,3,financiada,2500.0,pessoal,9.48,0.07,3,588,nao,negado
43,masculino,tecnologo,61086.0,19,aluguel,4500.0,educacao,10.69,0.07,16,661,sim,negado
30,masculino,mestrado,74306.0,6,propria,9000.0,empreendimento,11.08,0.12,6,663,sim,negado
27,masculino,graduacao,98721.0,3,financiada,6000.0,reforma_residencial,8.36,0.06,5,710,sim,negado
24,feminino,ensino_medio,48886.0,0,aluguel,1000.0,educacao,7.3,0.02,3,537,sim,negado
28,feminino,graduacao,59193.0,3,aluguel,12000.0,empreendimento,12.87,0.2,8,653,sim,negado
32,masculino,graduacao,45540.0,7,propria,4943.0,educacao,11.17,0.11,7,701,sim,negado
22,feminino,tecnologo,43537.0,0,aluguel,2161.0,saude,7.5,0.05,2,597,sim,negado
25,feminino,mestrado,55022.0,1,financiada,7500.0,educacao,8.86,0.14,3,627,sim,negado
23,feminino,ensino_medio,49003.0,2,aluguel,7500.0,consolidacao_dividas,12.05,0.15,4,649,nao,negado
24,masculino,graduacao,103025.0,0,financiada,25000.0,saude,11.01,0.24,4,629,nao,negado
23,masculino,graduacao,46297.0,0,aluguel,5000.0,saude,11.58,0.11,4,664,sim,negado
24,masculino,ensino_medio,120695.0,1,financiada,6000.0,empreendimento,5.77,0.05,3,632,sim,negado
